index,Fuel consumption,ME fuel consumption (kg LNG),DG fuel consumption (kg Diesel),ME load_perc,DG load_perc,MSO-mode,Speed,Current direction,Current magnitude,Wind direction,Wind magnitude
48,2.6690202857548226,2.6690202857548226,0.0,0.09599798546641235,0.0,PTO,1.0,1.5707963267948966,4,0,0
49,2.6427316323562273,2.6427316323562273,0.0,0.09498578313511004,0.0,PTO,1.0,1.5707963267948966,4,0,2
50,2.607229135177909,2.607229135177909,0.0,0.09362397841389102,0.0,PTO,1.0,1.5707963267948966,4,0,5
51,2.583459092614054,2.583459092614054,0.0,0.09271468559276624,0.0,PTO,1.0,1.5707963267948966,4,0,8
52,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,4,0,11
53,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,4,0,14
54,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,4,0,17
55,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,4,0,20
56,2.683658833234633,2.683658833234633,0.0,0.0965621840657406,0.0,PTO,1.0,1.5707963267948966,6,0,0
57,2.6226935358468224,2.6226935358468224,0.0,0.09421639943550833,0.0,PTO,1.0,1.5707963267948966,6,0,2
58,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,5
59,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,8
60,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,11
61,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,14
62,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,17
63,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,1.5707963267948966,6,0,20
64,2.6589496859665984,2.6589496859665984,0.0,0.09560957958365489,0.0,PTO,1.0,3.141592653589793,0,0,0
65,2.659716635014548,2.659716635014548,0.0,0.09563937949115163,0.0,PTO,1.0,3.141592653589793,0,0,2
66,2.66318035410908,2.66318035410908,0.0,0.09577272035308498,0.0,PTO,1.0,3.141592653589793,0,0,5
67,2.670877510766685,2.670877510766685,0.0,0.09606851522997527,0.0,PTO,1.0,3.141592653589793,0,0,8
68,2.682488575055361,2.682488575055361,0.0,0.09651681801075548,0.0,PTO,1.0,3.141592653589793,0,0,11
69,2.7021928628824092,2.7021928628824092,0.0,0.09727641993987264,0.0,PTO,1.0,3.141592653589793,0,0,14
70,2.7218396810018564,2.7218396810018564,0.0,0.09803785328752967,0.0,PTO,1.0,3.141592653589793,0,0,17
71,2.7516270512888603,2.7516270512888603,0.0,0.09919253565952511,0.0,PTO,1.0,3.141592653589793,0,0,20
72,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,3.141592653589793,2,0,0
73,2.5802595259868752,2.5802595259868752,0.0,0.09259259259259274,0.0,PTO,1.0,3.141592653589793,2,0,2
